Deal ID,기사 제목,기사 작성일,LP,운용사,펀드명,펀드규모,펀드유형,투자섹터,조성상태,요약,url
79,"[thebell League Table]아주IB, '펀딩·회수' 두 마리 토끼 잡았다",,,아주IB투자,IBK혁신-아주 좋은 벤처펀드 3.0,"약 2,070억 원",벤처,ETC,신규결성,"아주IB투자는 2025년 상반기에 2,070억 원 규모의 'IBK혁신-아주 좋은 벤처펀드 3.0'과 하반기에 3,130억 원 규모의 '아주 좋은 제4호 PEF'를 신규 결성하며 총 4,920억 원의 펀딩에 성공했다. 이로 인해 운용자산(AUM)이 크게 증가했고, 드라이파우더도 7,163억 원으로 늘어났다.",https://thebell.co.kr/free/content/ArticleView.asp?key=202601051540536840101290&lcode=00&page=2&svccode=03,thebell:202601051540536840101290,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202601051540536840101290&lcode=00&page=2&svccode=03
80,"[thebell League Table]포스코기술투자, 지주사형 CVC 전환 후 ‘1조 클럽’ 입성",,"포스코그룹, 성장금융, 모태펀드, 포스코홀딩스","포스코기술투자, 포스코인터내셔널",포스코 CVC 1호 신기술투자조합,약 500억원,벤처,ETC,신규결성,"포스코기술투자가 지난해 지주사형 CVC 전환 후 7개 펀드를 새로 결성했으며, 이 중 5개 펀드에 포스코그룹이 약 1300억원을 출자했다. 대표적으로 500억원 규모의 '포스코 CVC 1호 신기술투자조합'에 400억원을 출자했고, 성장금융과 모태펀드, 포스코홀딩스가 참여한 625억원 규모의 '포스코 딥테크 기술금융펀드'도 결성했다.",https://thebell.co.kr/free/content/ArticleView.asp?key=202601061444224200101463&lcode=00&page=2&svccode=03,thebell:202601061444224200101463,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202601061444224200101463&lcode=00&page=2&svccode=03
81,"[thebell League Table]스틱벤처스, 회수 앞세워 AI 투자 확장 채비",,산업은행,스틱벤처스,스타트업코리아 IBK-스틱테크챔피언펀드,"최종 1,741억 원",벤처,"ICT & Digitalization, Semiconductor & Industrial, Biotech & Healthcare, ETC",멀티클로징,"스틱벤처스는 2024년 말 1,235억 원 규모로 1차 결성한 스타트업코리아 IBK-스틱테크챔피언펀드를 멀티클로징을 통해 최종 1,741억 원으로 확대했다. 또한 산업은행이 주관한 AI 코리아 펀드 소형 분야 위탁운용사로 선정되어 750억 원 이상 규모의 AI 펀드 결성을 준비 중이다.",https://thebell.co.kr/free/content/ArticleView.asp?key=202601061446318960104592&lcode=00&page=2&svccode=03,thebell:202601061446318960104592,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202601061446318960104592&lcode=00&page=2&svccode=03
82,"[thebell League Table]프리미어파트너스, '대형 PEF 결성' 펀딩 상위권 복귀",,"국민연금, 한국산업은행, 수출입은행, 과학기술인공제회, 교직원공제회, 중소기업중앙회, 아디안(Ardian), 플렉스톤파트너스(Flexstone Partners), 페더레이티드 헤르메스(Federated Hermes)","프리미어파트너스, 신한자산운용",프리미어성장전략엠앤에이4의1호사모투자합자회사,"약 6,490억원","바이아웃, 벤처",ETC,신규결성,"프리미어파트너스는 지난해 대형 PEF인 '프리미어성장전략엠앤에이4의1호사모투자합자회사'를 약 6,490억원 규모로 신규 결성했으며, 국민연금 등 주요 국내외 기관투자자들이 출자자로 참여했다. 또한 1,450억원 규모의 벤처펀드 '2025 프리미어 혁신성장 투자조합'도 결성하며 바이오 분야 펀드레이징 준비에 나서고 있다.",https://thebell.co.kr/free/content/ArticleView.asp?key=202601061615489080101879&lcode=00&page=2&svccode=03,thebell:202601061615489080101879,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202601061615489080101879&lcode=00&page=2&svccode=03
83,"[thebell League Table]SBVA, VC AUM 2위 도약…펀딩·투자·회수 '삼박자'",,"쿠팡, 중소벤처기업부 소관 모태펀드",SBVA,알파코리아소버린AI펀드,1566억원,벤처,ICT & Digitalization,신규결성,SBVA는 2025년 중소벤처기업부 모태펀드 2차 정시 출자사업 '넥스트 유니콘 프로젝트' 스케일업 AI 분야에서 최종 위탁운용사로 선정되어 1566억원 규모의 '알파코리아소버린AI펀드'를 신규 결성했다. 쿠팡이 750억원을 출자자로 참여하며 3년 연속 신규 펀드 결성에 성공했다.,https://thebell.co.kr/free/content/ArticleView.asp?key=202601061643205840106616&lcode=00&page=2&svccode=03,thebell:202601061643205840106616,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202601061643205840106616&lcode=00&page=2&svccode=03
84,"[thebell League Table]SV인베스트, 펀딩 확대로 존재감 키웠다",,"산업은행, 국민연금",SV인베스트먼트,에스브이 갭커버리지펀드 5호,1545억원,벤처,Semiconductor & Industrial,신규결성,"SV인베스트먼트는 산업은행 주관 혁신성장펀드 중형 부문 위탁운용사로 선정되어 1545억원 규모의 '에스브이 갭커버리지펀드 5호'를 신규 결성했다. 또한 한국성장금융투자운용 주관 출자사업 GP로 선정되어 500억원 규모 컨소시엄을 구성 중이며, 국민연금 수시출자 참여에 따라 멀티클로징으로 최대 2600억원까지 확대 가능성이 있다.",https://thebell.co.kr/free/content/ArticleView.asp?key=202601071228139080103622&lcode=00&page=2&svccode=03,thebell:202601071228139080103622,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202601071228139080103622&lcode=00&page=2&svccode=03
85,"[LP Radar]과기공, 대체투자 리더십 재편…VC 출자 전략 주목",,과학기술인공제회,세마인베스트먼트,,"VC 출자 1,400억원 (2025년 예정)",벤처,ETC,예정,"과학기술인공제회는 2025년 벤처캐피탈(VC) 출자금을 1,400억원으로 확대할 계획이며, 세마인베스트먼트 대표로 강문필 실장이 선임되는 등 대체투자 리더십을 재편했다. 이는 VC 출자 확대 기조가 이어질지에 대한 업계 관심을 반영한다.",https://thebell.co.kr/free/content/ArticleView.asp?key=202601071427369680109126&lcode=00&page=2&svccode=03,thebell:202601071427369680109126,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202601071427369680109126&lcode=00&page=2&svccode=03
86,"[thebell League Table]프리미어파트너스, '대형 PEF 결성' 펀딩 상위권 복귀",,"국민연금, 한국산업은행, 수출입은행, 과학기술인공제회, 교직원공제회, 중소기업중앙회, 아디안(Ardian), 플렉스톤파트너스(Flexstone Partners), 페더레이티드 헤르메스(Federated Hermes)",프리미어파트너스,프리미어성장전략엠앤에이4의1호사모투자합자회사,"약 6,490억원","바이아웃, 벤처",ETC,신규결성,"프리미어파트너스는 지난해 대형 PEF인 '프리미어성장전략엠앤에이4의1호사모투자합자회사'를 약 6,490억원 규모로 신규 결성하며 1조원 이상의 PEF 펀딩을 달성했다. 국민연금, 한국산업은행 등 주요 국내외 기관투자자들이 출자자로 참여해 펀딩 기반을 다졌으며, 벤처 부문에서도 1,450억원 규모의 '2025 프리미어 혁신성장 투자조합'을 결성하는 등 활발한 펀드레이징 활동을 이어가고 있다.",https://thebell.co.kr/free/content/ArticleView.asp?key=202601061615489080101879&lcode=00&page=3&svccode=03,thebell:202601061615489080101879,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202601061615489080101879&lcode=00&page=3&svccode=03
87,"[LP Radar]과기공, 대체투자 리더십 재편…VC 출자 전략 주목",,과학기술인공제회,세마인베스트먼트,,"VC 출자 1,400억원 (2025년 예정)",벤처,ETC,,"과학기술인공제회가 2025년 VC 출자 규모를 1,400억원으로 확대할 계획이며, 자산운용본부 대체투자 조직의 리더십을 재편했다. 특히 세마인베스트먼트 대표로 강문필 실장이 선임되는 등 VC 출자 확대 기조가 이어질 전망이다.",https://thebell.co.kr/free/content/ArticleView.asp?key=202601071427369680109126&lcode=00&page=3&svccode=03,thebell:202601071427369680109126,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202601071427369680109126&lcode=00&page=3&svccode=03
88,"[thebell League Table]티인베스트, 1000억 AI 펀드 결성…펀딩 존재감 부각",,"산업은행, 한국성장금융","티인베스트먼트, 신영증권, 제이커브인베스트먼트, 딥다이브파트너스",신영-티 AI코리아조합,1000억원,벤처,"ICT & Digitalization, ETC",신규결성,"티인베스트먼트는 산업은행이 주관한 AI코리아펀드 소형 분야 위탁운용사로 선정되어 신영증권과 함께 1000억원 규모의 AI 펀드인 신영-티 AI코리아조합을 신규 결성했다. 또한, 한국성장금융이 주관하는 성장사다리2 출자사업 기술금융(딥테크) 분야 위탁운용사로 선정되어 600억원 이상 규모의 딥테크 펀드 결성을 추진 중이다.",https://thebell.co.kr/free/content/ArticleView.asp?key=202601071655444520106695&lcode=00&page=2&svccode=03,thebell:202601071655444520106695,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202601071655444520106695&lcode=00&page=2&svccode=03
89,"[thebell League Table]인터베스트, '펀딩·투자·회수' 톱10 싹쓸이",,"한국성장금융투자운용, 산업은행, 우정사업본부, MG새마을금고중앙회, 한국교직원공제회, 대한예수교장로회 총회연금재단, 행정공제회",인터베스트,IBK혁신-인터베스트딥테크투자조합Ⅱ,3090억원,벤처,ETC,신규결성,"인터베스트는 한국성장금융투자운용이 주관하는 IBK혁신펀드 미래선도 분야 출자사업 위탁운용사(GP)로 선정되어 'IBK혁신-인터베스트딥테크투자조합Ⅱ'를 3090억원 규모로 신규 결성했다. 산업은행, 우정사업본부 등 다수의 LP가 참여했으며, 최종 GP 선정과 펀드 결성을 마무리했다.",https://thebell.co.kr/free/content/ArticleView.asp?key=202601071705008640103395&lcode=00&page=2&svccode=03,thebell:202601071705008640103395,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202601071705008640103395&lcode=00&page=2&svccode=03
90,"[2025 PE 애뉴얼 리포트]'실탄 확보' 큐캐피탈, 유기적 밸류업 플랜 돋보였다",,"산업은행, 수출입은행, 군인공제회",큐캐피탈파트너스,,약 3000억원,"바이아웃, 블라인드펀드",ETC,신규결성,"큐캐피탈파트너스는 약 3000억원 규모의 신규 블라인드펀드 결성을 완료했으며, 산업은행과 수출입은행 출자사업에서 위탁운용사로 선정되어 안정적인 펀딩을 확보했다. 주요 LP로는 산업은행, 수출입은행, 군인공제회 등이 참여했으며, 확보한 자금은 미드캡 바이아웃 중심으로 투입될 예정이다.",https://thebell.co.kr/free/content/ArticleView.asp?key=202601081023119680101595&lcode=00&page=2&svccode=03,thebell:202601081023119680101595,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202601081023119680101595&lcode=00&page=2&svccode=03
91,"[thebell League Table]HB인베, 2년 연속 1000억대 펀딩…AUM 급증",,,HB인베스트먼트,HB러닝메이트 투자조합,"1000억원 (퍼스트클로징), 1500억원 (예정 멀티클로징)",벤처,ETC,퍼스트클로징,"HB인베스트먼트가 1000억원 규모의 HB러닝메이트 투자조합을 퍼스트클로징했으며, 올해 3월 1500억원 규모로 멀티클로징할 예정이다. 이는 하우스 설립 이래 첫 1000억원대 펀드로 최대 규모이며, 2년 연속 1000억원대 펀딩에 성공해 운용자산 규모가 7000억원을 돌파했다.",https://thebell.co.kr/free/content/ArticleView.asp?key=202601081302217480106057&lcode=00&page=2&svccode=03,thebell:202601081302217480106057,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202601081302217480106057&lcode=00&page=2&svccode=03
92,"[thebell League Table]BNH인베, AUM 4000억 근접…바이오 중견 VC 반열",,"모태펀드, 과학기술인공제회, 과학기술혁신펀드, IBK기업은행, 서울시, 수원시, 더파운더즈, 대웅제약, 씨앤투스, 휴메딕스",BNH인베스트먼트,딥테크라이프사이언스BNH6호펀드,1076억원,벤처,Biotech & Healthcare,신규결성,"BNH인베스트먼트는 1076억원 규모의 딥테크라이프사이언스BNH6호펀드를 신규 결성했으며, 모태펀드 1차 정시 출자사업 바이오 부문에서 300억원을 포함한 다수의 LP로부터 출자를 유치했다. 이를 통해 AUM이 4000억원에 육박하고 드라이파우더가 1000억원을 넘어섰다.",https://thebell.co.kr/free/content/ArticleView.asp?key=202601081431570200108391&lcode=00&page=1&svccode=03,thebell:202601081431570200108391,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202601081431570200108391&lcode=00&page=1&svccode=03
93,"[LP Radar]농금원, 투자운용본부장에 이상기 자금관리실장 선임",,농업정책보험금융원(농금원),,,3376억원,,ETC,신규결성,"농업정책보험금융원은 지난해 3376억원 규모의 자펀드를 결성해 역대 최대 실적을 기록했다. 이는 2024년 대비 33.6% 증가한 규모로, 당초 목표였던 2000억원을 크게 웃도는 수준이다.",https://thebell.co.kr/free/content/ArticleView.asp?key=202601081515557440106391&lcode=00&page=1&svccode=03,thebell:202601081515557440106391,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202601081515557440106391&lcode=00&page=1&svccode=03
